Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold
53,Postgraduate,Alone,82014.00,1511.00,25.83,No child,No child,980.00,37.00,265.00,35.00,163.00,31.00
51,Postgraduate,Alone,34213.00,117.00,25.23,Has child,2 children,50.00,4.00,28.00,6.00,3.00,26.00
37,Postgraduate,In couple,157146.00,1730.00,17.43,No child,No child,1.00,0.00,1725.00,2.00,1.00,1.00
67,Postgraduate,Alone,25358.00,32.00,14.63,Has child,1 child,19.00,0.00,5.00,0.00,0.00,8.00
36,Postgraduate,Alone,35544.00,67.00,7.00,Has child,1 child,30.00,5.00,23.00,4.00,1.00,4.00
60,Postgraduate,In couple,36634.00,335.00,16.47,Has child,1 child,213.00,9.00,76.00,4.00,3.00,30.00
60,Postgraduate,In couple,62670.00,825.00,8.13,Has child,1 child,539.00,30.00,92.00,80.00,46.00,38.00
42,Undergraduate,In couple,50334.00,694.00,14.57,Has child,1 child,284.00,16.00,160.00,84.00,16.00,134.00
33,Postgraduate,Alone,72066.00,1792.00,3.43,No child,No child,1003.00,34.00,536.00,134.00,51.00,34.00
56,Postgraduate,Alone,50729.00,496.00,17.33,Has child,2 children,239.00,13.00,143.00,45.00,4.00,52.00
46,Postgraduate,In couple,34916.00,231.00,16.90,Has child,2 children,51.00,23.00,82.00,33.00,0.00,42.00
38,Postgraduate,Alone,64892.00,902.00,4.27,Has child,1 child,527.00,24.00,230.00,32.00,24.00,65.00
48,Postgraduate,Alone,43602.00,68.00,8.90,Has child,2 children,19.00,5.00,12.00,10.00,3.00,19.00
25,Postgraduate,Alone,33996.00,71.00,12.93,No child,No child,40.00,2.00,15.00,8.00,0.00,6.00
29,Undergraduate,Alone,41473.00,76.00,15.73,Has child,1 child,21.00,8.00,20.00,15.00,3.00,9.00
47,Postgraduate,In couple,63246.00,772.00,13.67,Has child,2 children,593.00,30.00,91.00,29.00,22.00,7.00
55,Postgraduate,In couple,36732.00,47.00,9.30,Has child,2 children,21.00,5.00,3.00,10.00,1.00,7.00
44,Postgraduate,In couple,69084.00,1586.00,10.63,Has child,1 child,1181.00,107.00,199.00,39.00,30.00,30.00
47,Postgraduate,In couple,77766.00,1529.00,19.63,Has child,1 child,1004.00,59.00,265.00,115.00,59.00,27.00
29,Postgraduate,Alone,37929.00,265.00,14.37,No child,No child,202.00,2.00,46.00,3.00,2.00,10.00
63,Postgraduate,In couple,86610.00,1603.00,13.13,No child,No child,446.00,107.00,768.00,33.00,196.00,53.00
28,Postgraduate,In couple,80141.00,2091.00,21.03,No child,No child,1184.00,102.00,673.00,52.00,40.00,40.00
59,Undergraduate,In couple,72635.00,981.00,16.27,No child,No child,390.00,22.00,323.00,104.00,35.00,107.00
44,Postgraduate,In couple,69016.00,1533.00,22.70,Has child,1 child,726.00,53.00,363.00,123.00,107.00,161.00
23,Undergraduate,In couple,20193.00,82.00,22.50,No child,No child,8.00,8.00,22.00,24.00,11.00,9.00
39,Postgraduate,In couple,27573.00,244.00,18.60,Has child,1 child,50.00,15.00,110.00,39.00,15.00,15.00
35,Undergraduate,Alone,15862.00,36.00,15.47,Has child,1 child,1.00,1.00,4.00,11.00,9.00,10.00
38,Postgraduate,In couple,49544.00,404.00,19.97,Has child,1 child,308.00,0.00,73.00,0.00,0.00,23.00
34,Postgraduate,In couple,33228.00,71.00,8.47,Has child,1 child,22.00,2.00,31.00,7.00,4.00,5.00
36,Postgraduate,In couple,70440.00,1572.00,12.03,No child,No child,690.00,117.00,499.00,76.00,102.00,88.00
43,Postgraduate,In couple,38232.00,122.00,8.67,Has child,2 children,43.00,5.00,28.00,7.00,6.00,33.00
59,Postgraduate,In couple,22554.00,41.00,23.33,Has child,2 children,27.00,0.00,10.00,0.00,0.00,4.00
31,Postgraduate,In couple,23536.00,10.00,4.07,Has child,1 child,6.00,0.00,3.00,0.00,0.00,1.00
62,Postgraduate,In couple,49413.00,304.00,11.47,Has child,1 child,205.00,7.00,41.00,3.00,2.00,46.00
45,Postgraduate,In couple,42231.00,37.00,6.43,Has child,2 children,24.00,0.00,8.00,0.00,1.00,4.00
34,Postgraduate,Alone,78789.00,1754.00,26.23,No child,No child,667.00,50.00,850.00,21.00,83.00,83.00
46,Postgraduate,In couple,56534.00,815.00,14.60,Has child,1 child,691.00,7.00,61.00,10.00,0.00,46.00
43,Postgraduate,Alone,58350.00,1001.00,21.27,Has child,1 child,493.00,26.00,206.00,116.00,80.00,80.00
25,Postgraduate,Alone,81217.00,1157.00,14.73,No child,No child,493.00,70.00,324.00,146.00,40.00,84.00
63,Postgraduate,Alone,49090.00,688.00,14.73,Has child,1 child,494.00,5.00,82.00,7.00,0.00,100.00
27,Postgraduate,Alone,61787.00,1319.00,15.17,No child,No child,621.00,73.00,414.00,78.00,48.00,85.00
29,Postgraduate,In couple,18169.00,21.00,19.73,Has child,1 child,9.00,0.00,5.00,0.00,0.00,7.00
33,Undergraduate,Alone,24336.00,31.00,25.60,Has child,1 child,1.00,6.00,2.00,8.00,2.00,12.00
24,Postgraduate,In couple,18222.00,67.00,21.40,No child,No child,12.00,4.00,19.00,12.00,6.00,14.00
62,Postgraduate,Alone,62335.00,708.00,16.63,Has child,1 child,243.00,131.00,217.00,85.00,6.00,26.00
43,Undergraduate,In couple,42033.00,25.00,24.83,Has child,2 children,11.00,1.00,4.00,2.00,0.00,7.00
31,Postgraduate,In couple,86580.00,746.00,19.47,No child,No child,532.00,21.00,127.00,26.00,20.00,20.00
57,Postgraduate,Alone,41437.00,32.00,24.73,Has child,2 children,29.00,0.00,2.00,0.00,0.00,1.00
63,Postgraduate,Alone,73705.00,1695.00,7.10,Has child,2 children,612.00,91.00,520.00,258.00,107.00,107.00
38,Postgraduate,In couple,61064.00,1080.00,25.47,Has child,1 child,387.00,126.00,342.00,0.00,45.00,180.00
59,Postgraduate,In couple,38452.00,72.00,6.27,Has child,2 children,56.00,0.00,14.00,0.00,0.00,2.00
25,Postgraduate,Alone,18358.00,57.00,10.60,Has child,1 child,6.00,8.00,19.00,16.00,4.00,4.00
41,Postgraduate,In couple,55012.00,660.00,6.57,Has child,1 child,582.00,0.00,65.00,0.00,0.00,13.00
41,Undergraduate,In couple,9722.00,103.00,24.40,Has child,1 child,6.00,17.00,16.00,6.00,16.00,42.00
30,Postgraduate,In couple,38175.00,153.00,12.53,Has child,1 child,70.00,6.00,69.00,2.00,3.00,3.00
58,Postgraduate,In couple,58656.00,1220.00,24.80,Has child,1 child,962.00,12.00,194.00,16.00,24.00,12.00
49,Postgraduate,In couple,52117.00,279.00,25.97,Has child,1 child,112.00,10.00,107.00,30.00,0.00,20.00
36,Postgraduate,In couple,64813.00,745.00,9.17,Has child,1 child,293.00,0.00,124.00,179.00,97.00,52.00
41,Postgraduate,In couple,54222.00,264.00,7.23,Has child,1 child,199.00,12.00,31.00,3.00,12.00,7.00
28,Postgraduate,In couple,83512.00,2157.00,3.63,No child,No child,1060.00,61.00,835.00,80.00,20.00,101.00
55,Postgraduate,In couple,77520.00,1526.00,13.40,Has child,1 child,940.00,44.00,396.00,0.00,88.00,58.00
36,Postgraduate,In couple,41154.00,69.00,18.10,Has child,1 child,44.00,2.00,11.00,2.00,3.00,7.00
48,Postgraduate,In couple,80398.00,1597.00,23.10,No child,No child,342.00,51.00,936.00,207.00,35.00,26.00
22,Undergraduate,Alone,18746.00,64.00,4.27,Has child,1 child,2.00,10.00,11.00,12.00,9.00,20.00
30,Postgraduate,In couple,35196.00,497.00,23.00,Has child,1 child,75.00,12.00,141.00,43.00,39.00,187.00
58,Postgraduate,Alone,60230.00,1067.00,16.73,Has child,1 child,520.00,20.00,367.00,39.00,81.00,40.00
37,Postgraduate,In couple,22108.00,31.00,4.97,Has child,2 children,5.00,3.00,9.00,6.00,2.00,6.00
40,Postgraduate,In couple,44392.00,211.00,13.13,Has child,2 children,87.00,5.00,71.00,7.00,12.00,29.00
38,Postgraduate,In couple,55424.00,877.00,22.60,Has child,1 child,462.00,61.00,184.00,10.00,53.00,107.00
35,Postgraduate,In couple,17688.00,11.00,20.97,Has child,1 child,2.00,2.00,1.00,3.00,1.00,2.00
31,Postgraduate,In couple,92491.00,2034.00,17.37,No child,No child,979.00,44.00,935.00,29.00,25.00,22.00
23,Postgraduate,Alone,90273.00,1991.00,9.80,No child,No child,704.00,129.00,853.00,120.00,74.00,111.00
52,Postgraduate,Alone,82571.00,1686.00,6.17,No child,No child,861.00,31.00,558.00,62.00,95.00,79.00
32,Postgraduate,Alone,38513.00,324.00,8.30,Has child,1 child,172.00,3.00,115.00,16.00,0.00,18.00
35,Postgraduate,Alone,16653.00,69.00,5.63,Has child,1 child,5.00,7.00,31.00,15.00,4.00,7.00
59,Postgraduate,In couple,42586.00,252.00,23.50,Has child,2 children,194.00,2.00,56.00,0.00,0.00,0.00
49,Undergraduate,Alone,23529.00,54.00,21.17,Has child,1 child,9.00,7.00,13.00,3.00,2.00,20.00
53,Postgraduate,In couple,74881.00,964.00,19.17,Has child,2 children,505.00,72.00,270.00,36.00,27.00,54.00
63,Postgraduate,In couple,71107.00,1327.00,19.80,Has child,1 child,533.00,10.00,217.00,198.00,174.00,195.00
50,Postgraduate,In couple,46910.00,68.00,6.50,Has child,2 children,48.00,0.00,14.00,0.00,0.00,6.00
55,Postgraduate,In couple,18690.00,60.00,21.50,No child,No child,6.00,1.00,7.00,23.00,4.00,19.00
59,Postgraduate,Alone,37244.00,55.00,17.50,Has child,2 children,18.00,2.00,10.00,0.00,0.00,25.00
48,Postgraduate,In couple,82427.00,1456.00,6.87,No child,No child,482.00,147.00,509.00,104.00,107.00,107.00
56,Undergraduate,Alone,75342.00,563.00,17.20,Has child,1 child,204.00,97.00,97.00,21.00,118.00,26.00
60,Postgraduate,Alone,70044.00,1504.00,19.77,Has child,1 child,1073.00,0.00,250.00,153.00,14.00,14.00
47,Postgraduate,Alone,79146.00,564.00,5.43,Has child,2 children,245.00,16.00,223.00,21.00,43.00,16.00
51,Postgraduate,In couple,77437.00,1125.00,10.40,No child,No child,560.00,21.00,442.00,29.00,44.00,29.00
55,Postgraduate,In couple,54984.00,358.00,4.43,Has child,1 child,173.00,13.00,131.00,32.00,3.00,6.00
43,Postgraduate,In couple,42403.00,42.00,9.90,Has child,1 child,22.00,1.00,11.00,0.00,5.00,3.00
50,Postgraduate,In couple,55761.00,184.00,5.43,Has child,1 child,136.00,1.00,12.00,0.00,3.00,32.00
31,Postgraduate,In couple,37292.00,460.00,17.80,Has child,1 child,275.00,0.00,86.00,10.00,23.00,66.00
69,Postgraduate,Alone,45576.00,145.00,4.30,No child,No child,56.00,19.00,29.00,2.00,14.00,25.00
67,Postgraduate,In couple,70321.00,1376.00,20.87,No child,No child,303.00,23.00,751.00,82.00,26.00,191.00
45,Postgraduate,Alone,58086.00,792.00,20.73,Has child,1 child,708.00,7.00,62.00,0.00,0.00,15.00
62,Postgraduate,In couple,81795.00,1382.00,23.60,No child,No child,324.00,132.00,693.00,27.00,118.00,88.00
67,Undergraduate,In couple,28389.00,28.00,22.77,No child,No child,1.00,5.00,3.00,7.00,4.00,8.00
68,Postgraduate,In couple,66835.00,1033.00,12.37,No child,No child,620.00,26.00,195.00,34.00,17.00,141.00
45,Postgraduate,Alone,69901.00,882.00,16.43,Has child,1 child,312.00,21.00,206.00,102.00,92.00,149.00
65,Postgraduate,In couple,80360.00,2231.00,19.33,No child,No child,1493.00,86.00,454.00,112.00,43.00,43.00
53,Postgraduate,In couple,63342.00,1101.00,23.93,Has child,1 child,918.00,21.00,118.00,13.00,10.00,21.00
40,Postgraduate,In couple,44989.00,369.00,25.07,Has child,1 child,98.00,0.00,106.00,49.00,10.00,106.00
34,Undergraduate,Alone,31859.00,48.00,7.30,Has child,1 child,3.00,4.00,7.00,15.00,8.00,11.00
65,Postgraduate,Alone,51569.00,467.00,19.97,Has child,1 child,380.00,0.00,47.00,6.00,0.00,34.00
43,Postgraduate,Alone,30372.00,44.00,21.60,Has child,2 children,15.00,0.00,12.00,7.00,3.00,7.00
35,Undergraduate,Alone,16014.00,38.00,18.87,Has child,2 children,3.00,9.00,4.00,7.00,8.00,7.00
46,Postgraduate,In couple,41120.00,81.00,11.07,Has child,2 children,24.00,2.00,23.00,0.00,8.00,24.00
43,Postgraduate,Alone,39763.00,167.00,14.20,Has child,1 child,80.00,1.00,60.00,4.00,6.00,16.00
59,Postgraduate,In couple,38725.00,45.00,4.90,Has child,2 children,31.00,0.00,6.00,2.00,1.00,5.00
42,Postgraduate,In couple,77981.00,664.00,16.53,Has child,1 child,138.00,120.00,204.00,16.00,126.00,60.00
50,Undergraduate,In couple,62905.00,622.00,12.97,Has child,1 child,166.00,75.00,96.00,119.00,107.00,59.00
35,Undergraduate,Alone,13533.00,48.00,19.10,Has child,1 child,12.00,3.00,8.00,8.00,0.00,17.00
39,Postgraduate,In couple,59481.00,461.00,11.53,Has child,1 child,178.00,3.00,85.00,71.00,66.00,58.00
37,Postgraduate,In couple,72117.00,1073.00,13.67,Has child,1 child,707.00,20.00,171.00,65.00,60.00,50.00
28,Undergraduate,In couple,21955.00,55.00,13.07,Has child,1 child,5.00,1.00,7.00,17.00,14.00,11.00
58,Postgraduate,In couple,67131.00,976.00,18.57,Has child,1 child,465.00,71.00,250.00,93.00,35.00,62.00
34,Postgraduate,Alone,36802.00,20.00,3.67,Has child,1 child,16.00,1.00,2.00,0.00,0.00,1.00
32,Postgraduate,In couple,71853.00,1149.00,17.13,No child,No child,358.00,108.00,413.00,141.00,97.00,32.00
53,Undergraduate,In couple,28249.00,43.00,3.70,No child,No child,1.00,9.00,7.00,2.00,14.00,10.00
39,Postgraduate,In couple,47808.00,224.00,11.63,Has child,1 child,123.00,1.00,26.00,2.00,0.00,72.00
40,Postgraduate,Alone,25509.00,101.00,24.87,Has child,1 child,40.00,3.00,30.00,10.00,7.00,11.00
68,Postgraduate,In couple,51012.00,209.00,17.80,No child,No child,102.00,9.00,63.00,2.00,9.00,24.00
29,Postgraduate,Alone,70596.00,968.00,24.30,No child,No child,347.00,44.00,534.00,17.00,0.00,26.00
62,Postgraduate,In couple,85431.00,1165.00,16.10,No child,No child,376.00,53.00,462.00,168.00,53.00,53.00
47,Postgraduate,In couple,42664.00,24.00,6.67,Has child,1 child,21.00,0.00,3.00,0.00,0.00,0.00
59,Postgraduate,In couple,42586.00,252.00,23.50,Has child,2 children,194.00,2.00,56.00,0.00,0.00,0.00
29,Postgraduate,Alone,29760.00,165.00,25.53,Has child,1 child,64.00,4.00,68.00,7.00,5.00,17.00
37,Postgraduate,In couple,28973.00,269.00,24.03,No child,No child,206.00,0.00,46.00,3.00,2.00,12.00
41,Postgraduate,In couple,39435.00,102.00,14.13,Has child,1 child,71.00,0.00,18.00,0.00,0.00,13.00
30,Undergraduate,In couple,65370.00,461.00,14.30,No child,No child,71.00,22.00,112.00,138.00,89.00,29.00
35,Undergraduate,Alone,20194.00,47.00,21.87,Has child,1 child,0.00,4.00,7.00,11.00,10.00,15.00
38,Postgraduate,Alone,42473.00,144.00,7.63,Has child,2 children,93.00,1.00,21.00,0.00,4.00,25.00
46,Postgraduate,In couple,64590.00,1338.00,24.00,No child,No child,920.00,138.00,168.00,36.00,46.00,30.00
55,Postgraduate,In couple,71232.00,917.00,10.33,Has child,1 child,653.00,17.00,170.00,34.00,26.00,17.00
43,Postgraduate,In couple,34600.00,318.00,21.37,Has child,2 children,199.00,33.00,60.00,8.00,3.00,15.00
47,Postgraduate,Alone,46904.00,253.00,23.33,Has child,2 children,153.00,4.00,56.00,0.00,9.00,31.00
41,Postgraduate,In couple,49094.00,502.00,24.77,Has child,1 child,376.00,0.00,38.00,11.00,8.00,69.00
31,Postgraduate,In couple,36075.00,119.00,9.97,Has child,1 child,46.00,0.00,30.00,12.00,1.00,30.00
35,Undergraduate,In couple,60839.00,1250.00,25.57,Has child,2 children,600.00,21.00,128.00,223.00,150.00,128.00
35,Postgraduate,In couple,77298.00,969.00,11.20,Has child,1 child,425.00,115.00,292.00,23.00,35.00,79.00
64,Postgraduate,In couple,34026.00,76.00,14.17,Has child,2 children,18.00,6.00,15.00,12.00,8.00,17.00
51,Postgraduate,Alone,48918.00,62.00,5.83,Has child,2 children,52.00,0.00,9.00,0.00,0.00,1.00
52,Undergraduate,In couple,82122.00,1382.00,13.83,No child,No child,734.00,22.00,350.00,151.00,25.00,100.00
38,Postgraduate,Alone,37697.00,84.00,7.97,Has child,1 child,34.00,6.00,21.00,11.00,4.00,8.00
62,Postgraduate,In couple,34074.00,255.00,14.93,Has child,2 children,135.00,1.00,41.00,10.00,1.00,67.00
54,Postgraduate,In couple,28520.00,43.00,15.90,Has child,2 children,11.00,0.00,10.00,0.00,2.00,20.00
59,Postgraduate,Alone,62535.00,398.00,12.20,Has child,1 child,163.00,48.00,90.00,0.00,45.00,52.00
37,Postgraduate,Alone,36273.00,76.00,5.70,Has child,1 child,29.00,3.00,30.00,3.00,2.00,9.00
50,Postgraduate,In couple,63404.00,902.00,4.00,Has child,2 children,734.00,26.00,70.00,11.00,44.00,17.00
33,Undergraduate,In couple,75774.00,823.00,5.17,Has child,1 child,340.00,21.00,134.00,258.00,14.00,56.00
38,Postgraduate,In couple,78416.00,1179.00,3.30,Has child,1 child,453.00,38.00,279.00,188.00,38.00,183.00
40,Postgraduate,In couple,75702.00,1921.00,24.00,Has child,1 child,1073.00,0.00,629.00,145.00,37.00,37.00
63,Postgraduate,In couple,59385.00,185.00,17.47,Has child,2 children,135.00,0.00,10.00,0.00,4.00,36.00
48,Postgraduate,Alone,37070.00,433.00,18.77,Has child,2 children,231.00,7.00,137.00,4.00,15.00,39.00
63,Postgraduate,In couple,44689.00,34.00,8.90,Has child,2 children,18.00,0.00,5.00,0.00,0.00,11.00
56,Postgraduate,In couple,53977.00,907.00,16.10,Has child,1 child,620.00,16.00,165.00,0.00,24.00,82.00
48,Postgraduate,Alone,7144.00,416.00,10.03,Has child,2 children,81.00,4.00,33.00,5.00,2.00,291.00
50,Postgraduate,Alone,18701.00,44.00,16.23,Has child,2 children,12.00,4.00,2.00,10.00,6.00,10.00
58,Postgraduate,In couple,90369.00,1588.00,5.30,No child,No child,292.00,51.00,981.00,224.00,23.00,17.00
40,Postgraduate,Alone,63159.00,1797.00,23.27,No child,No child,965.00,34.00,586.00,89.00,86.00,37.00
48,Postgraduate,In couple,37758.00,40.00,24.33,Has child,2 children,27.00,2.00,10.00,0.00,0.00,1.00
51,Postgraduate,Alone,46757.00,1143.00,22.90,Has child,1 child,777.00,30.00,163.00,0.00,51.00,122.00
45,Postgraduate,In couple,79734.00,914.00,3.27,No child,No child,572.00,8.00,232.00,23.00,62.00,17.00
22,Postgraduate,In couple,63207.00,1502.00,20.73,No child,No child,438.00,169.00,565.00,91.00,169.00,70.00
60,Postgraduate,Alone,72071.00,1338.00,19.90,Has child,1 child,531.00,69.00,300.00,150.00,138.00,150.00
31,Postgraduate,In couple,21840.00,27.00,14.67,Has child,1 child,17.00,0.00,9.00,0.00,0.00,1.00
32,Undergraduate,In couple,58582.00,763.00,12.37,Has child,1 child,402.00,35.00,106.00,101.00,77.00,42.00
63,Postgraduate,Alone,72282.00,1331.00,14.73,No child,No child,503.00,27.00,419.00,90.00,139.00,153.00
58,Postgraduate,In couple,50387.00,525.00,13.30,Has child,2 children,369.00,9.00,87.00,12.00,14.00,34.00
53,Postgraduate,In couple,32583.00,9.00,3.70,Has child,2 children,5.00,0.00,3.00,0.00,0.00,1.00
52,Postgraduate,In couple,62568.00,953.00,6.00,Has child,1 child,362.00,17.00,398.00,80.00,35.00,61.00
43,Postgraduate,Alone,44635.00,68.00,11.93,Has child,2 children,56.00,0.00,9.00,0.00,0.00,3.00
43,Postgraduate,Alone,33316.00,131.00,12.17,Has child,2 children,79.00,1.00,31.00,4.00,4.00,12.00
46,Postgraduate,In couple,63967.00,882.00,14.03,Has child,1 child,387.00,84.00,141.00,73.00,35.00,162.00
36,Undergraduate,In couple,52513.00,1149.00,25.33,No child,No child,367.00,17.00,241.00,104.00,188.00,232.00
45,Postgraduate,In couple,25293.00,37.00,12.80,Has child,1 child,15.00,0.00,11.00,0.00,2.00,9.00
49,Postgraduate,Alone,54111.00,388.00,13.50,Has child,1 child,267.00,6.00,54.00,8.00,3.00,50.00
28,Postgraduate,In couple,78394.00,1428.00,19.87,No child,No child,298.00,27.00,697.00,216.00,24.00,166.00
56,Postgraduate,In couple,80739.00,1633.00,16.63,No child,No child,674.00,92.00,736.00,39.00,0.00,92.00
39,Postgraduate,In couple,22669.00,173.00,16.67,Has child,1 child,16.00,14.00,36.00,37.00,22.00,48.00
27,Postgraduate,Alone,29236.00,99.00,12.03,Has child,1 child,37.00,4.00,24.00,16.00,9.00,9.00
55,Postgraduate,In couple,44911.00,215.00,18.93,Has child,1 child,159.00,0.00,22.00,2.00,1.00,31.00
52,Postgraduate,In couple,54693.00,929.00,19.80,Has child,1 child,686.00,17.00,142.00,23.00,26.00,35.00
40,Postgraduate,In couple,48186.00,219.00,6.60,Has child,1 child,97.00,3.00,66.00,12.00,7.00,34.00
37,Postgraduate,In couple,54809.00,174.00,12.93,Has child,2 children,63.00,6.00,57.00,13.00,13.00,22.00
36,Postgraduate,In couple,41580.00,92.00,22.10,Has child,2 children,56.00,5.00,24.00,4.00,0.00,3.00
44,Postgraduate,In couple,80336.00,1052.00,13.00,No child,No child,209.00,19.00,456.00,160.00,142.00,66.00
57,Postgraduate,In couple,47743.00,275.00,18.70,Has child,1 child,198.00,2.00,43.00,0.00,12.00,20.00
59,Undergraduate,In couple,62972.00,587.00,26.40,Has child,1 child,313.00,15.00,47.00,20.00,0.00,192.00
60,Postgraduate,Alone,57333.00,1662.00,24.73,Has child,1 child,941.00,14.00,397.00,76.00,58.00,176.00
32,Postgraduate,In couple,32313.00,159.00,20.00,Has child,1 child,86.00,4.00,56.00,2.00,4.00,7.00
61,Postgraduate,Alone,84953.00,1024.00,16.27,No child,No child,167.00,48.00,602.00,63.00,72.00,72.00
46,Postgraduate,Alone,27071.00,35.00,5.47,Has child,1 child,8.00,3.00,19.00,0.00,2.00,3.00
57,Postgraduate,In couple,68148.00,1042.00,13.30,No child,No child,389.00,66.00,408.00,37.00,57.00,85.00
49,Postgraduate,In couple,65735.00,395.00,10.03,Has child,2 children,239.00,7.00,119.00,4.00,15.00,11.00
39,Postgraduate,In couple,86836.00,557.00,25.07,No child,No child,179.00,21.00,273.00,0.00,21.00,63.00
51,Postgraduate,In couple,4023.00,9.00,3.43,Has child,2 children,5.00,0.00,1.00,1.00,1.00,1.00
24,Postgraduate,In couple,30093.00,69.00,15.10,No child,No child,2.00,6.00,28.00,13.00,4.00,16.00
48,Postgraduate,In couple,57705.00,486.00,8.87,Has child,1 child,383.00,0.00,53.00,6.00,4.00,40.00
26,Postgraduate,Alone,25008.00,34.00,8.13,Has child,1 child,2.00,8.00,8.00,6.00,1.00,9.00
19,Undergraduate,Alone,83257.00,1365.00,24.87,No child,No child,536.00,27.00,590.00,38.00,107.00,67.00
39,Postgraduate,In couple,22280.00,13.00,16.77,Has child,1 child,2.00,1.00,4.00,3.00,1.00,2.00
36,Postgraduate,In couple,72159.00,1401.00,23.50,No child,No child,322.00,53.00,899.00,34.00,40.00,53.00
53,Postgraduate,In couple,64260.00,1574.00,21.03,No child,No child,539.00,169.00,816.00,20.00,0.00,30.00
30,Postgraduate,Alone,82733.00,1323.00,12.97,No child,No child,712.00,50.00,420.00,65.00,38.00,38.00
43,Postgraduate,Alone,74290.00,1217.00,13.93,Has child,1 child,1121.00,0.00,72.00,0.00,12.00,12.00
63,Postgraduate,Alone,58217.00,103.00,22.87,Has child,3 children,68.00,1.00,13.00,3.00,5.00,13.00
38,Postgraduate,In couple,21024.00,84.00,15.23,No child,No child,36.00,4.00,18.00,6.00,2.00,18.00
42,Postgraduate,In couple,70116.00,1536.00,20.53,No child,No child,707.00,44.00,603.00,95.00,58.00,29.00
29,Postgraduate,In couple,54006.00,581.00,24.87,Has child,1 child,174.00,77.00,203.00,6.00,24.00,97.00
48,Postgraduate,In couple,69063.00,928.00,23.20,Has child,1 child,666.00,35.00,124.00,69.00,8.00,26.00
39,Undergraduate,Alone,11448.00,14.00,9.77,No child,No child,0.00,0.00,0.00,6.00,2.00,6.00
35,Postgraduate,Alone,61825.00,424.00,14.10,Has child,1 child,162.00,50.00,100.00,55.00,30.00,27.00
43,Postgraduate,In couple,70886.00,960.00,11.83,Has child,1 child,407.00,70.00,239.00,103.00,88.00,53.00
32,Postgraduate,In couple,69109.00,1555.00,23.13,No child,No child,823.00,25.00,459.00,124.00,29.00,95.00
41,Postgraduate,Alone,60208.00,656.00,24.23,Has child,2 children,488.00,23.00,71.00,15.00,0.00,59.00
46,Postgraduate,In couple,32889.00,55.00,13.10,Has child,2 children,28.00,0.00,13.00,4.00,2.00,8.00
30,Postgraduate,Alone,34738.00,20.00,4.87,Has child,1 child,3.00,2.00,10.00,3.00,0.00,2.00
43,Postgraduate,In couple,30538.00,367.00,24.43,Has child,1 child,284.00,0.00,52.00,8.00,3.00,20.00
37,Undergraduate,In couple,82326.00,2257.00,6.93,No child,No child,938.00,142.00,754.00,159.00,81.00,183.00
47,Postgraduate,Alone,26642.00,42.00,7.23,Has child,1 child,13.00,2.00,15.00,2.00,2.00,8.00
50,Postgraduate,Alone,69932.00,1049.00,15.97,Has child,1 child,412.00,172.00,153.00,150.00,105.00,57.00
42,Postgraduate,Alone,44503.00,48.00,5.70,Has child,2 children,31.00,1.00,8.00,0.00,0.00,8.00
66,Postgraduate,Alone,60200.00,685.00,21.33,Has child,1 child,502.00,19.00,132.00,0.00,6.00,26.00
62,Postgraduate,Alone,49638.00,39.00,5.60,Has child,1 child,18.00,10.00,3.00,3.00,5.00,0.00
27,Undergraduate,Alone,23830.00,43.00,7.97,No child,No child,1.00,8.00,6.00,4.00,8.00,16.00
55,Postgraduate,Alone,33051.00,835.00,25.97,No child,No child,100.00,71.00,243.00,108.00,94.00,219.00
56,Postgraduate,In couple,72905.00,1515.00,8.53,No child,No child,407.00,114.00,445.00,181.00,165.00,203.00
63,Postgraduate,In couple,69702.00,1039.00,19.73,Has child,1 child,664.00,9.00,240.00,50.00,19.00,57.00
39,Postgraduate,Alone,70300.00,1596.00,14.87,Has child,1 child,1045.00,61.00,338.00,60.00,46.00,46.00
30,Postgraduate,In couple,70643.00,1828.00,23.97,No child,No child,1218.00,107.00,304.00,23.00,143.00,33.00
45,Postgraduate,In couple,30396.00,34.00,5.23,Has child,1 child,15.00,0.00,6.00,0.00,1.00,12.00
46,Postgraduate,Alone,50616.00,149.00,5.63,Has child,1 child,128.00,0.00,16.00,0.00,1.00,4.00
45,Postgraduate,Alone,62772.00,946.00,16.77,Has child,1 child,581.00,49.00,157.00,43.00,8.00,108.00
29,Postgraduate,Alone,30298.00,28.00,4.60,No child,No child,6.00,3.00,12.00,6.00,1.00,0.00
30,Postgraduate,Alone,52413.00,450.00,23.33,Has child,1 child,185.00,8.00,133.00,56.00,56.00,12.00
57,Postgraduate,In couple,44155.00,46.00,8.60,Has child,2 children,22.00,1.00,9.00,0.00,0.00,14.00
43,Postgraduate,Alone,86979.00,1702.00,11.03,No child,No child,584.00,100.00,835.00,65.00,83.00,35.00
39,Postgraduate,In couple,76532.00,820.00,13.00,Has child,2 children,355.00,30.00,177.00,90.00,138.00,30.00
32,Postgraduate,In couple,42081.00,382.00,19.50,Has child,1 child,175.00,10.00,110.00,54.00,6.00,27.00
26,Postgraduate,In couple,67546.00,2126.00,25.47,No child,No child,864.00,134.00,768.00,150.00,38.00,172.00
25,Postgraduate,In couple,88420.00,2069.00,5.17,No child,No child,957.00,153.00,612.00,99.00,95.00,153.00
